"","player_name","overall_rating","gk_rating","Number_of_appearances","Number_of_Leagues"
"2940","Emmanuel Boateng",65,67,9,1
"2941","Emmanuel Cascione",72,46,47,1
"2942","Emmanuel Correze",59,129,4,1
"2943","Emmanuel Eboue",79,135,42,1
"2944","Emmanuel Emenike",81,61,5,1
"2945","Emmanuel Frimpong",72,54,10,1
"2946","Emmanuel Hackman",63,44,8,1
"2947","Emmanuel Herrera",70,42,23,1
"2948","Emmanuel Imorou",72,58,48,2
"2949","Emmanuel Mayuka",73,56,54,3
"2950","Emmanuel Riviere",75,56,110,2
"2951","Emmerik de Vriese",61,50,5,1
"2952","Emmerson Boyce",74,35,131,1
"2953","Emre Belozoglu",81,42,4,1
"2954","Emre Can",75,54,77,2
"2955","Enar Jaeaeger",66,51,2,1
"2956","Enaut Zubikarai",71,353,30,2
"2957","Enca Fati",65,47,11,1
"2958","Enda Stevens",65,55,6,1
"2959","Endogan Adili",58,50,1,1
"2960","Eneko Boveda",76,53,51,1
"2961","Eneko Satrustegui",65,42,10,1
"2962","Enes Fermino",55,60,24,1
"2963","Enes Saglik",70,63,70,1
"2964","Enes Sipovic",61,48,2,1
"2965","Enes Unal",69,56,3,1
"2966","Enner Valencia",76,54,35,1
"2967","Enoch Showunmi",64,96,15,1
"2968","Enock Kofi Adu",72,47,3,1
"2969","Enric Saborit",66,56,2,1
"2970","Enrico Schirinzi",62,51,130,1
"2971","Enrique Corrales",75,154,29,1
"2972","Enrique de Lucas",74,48,6,1
"2973","Enzio Boldewijn",62,52,2,1
"2974","Enzo Crivelli",70,55,16,1
"2975","Enzo Maresca",81,52,71,2
"2976","Enzo Perez",81,55,91,2
"2977","Enzo Reale",69,67,10,1
"2978","Enzo Roco",75,61,58,1
"2979","Enzo Ruiz",53,44,9,1
"2980","Eoghan O'Connell",55,59,4,1
"2981","Eoin Doyle",66,71,34,1
"2982","Eran Zahavi",76,57,11,1
"2983","Eray Cumart",52,32,4,1
"2984","Erdin Demir",66,51,30,1
"2985","Eren Derdiyok",79,43,75,2
"2986","Eric Abidal",84,151,111,2
"2987","Eric Addo",73,70,21,1
"2988","Eric Bautheac",75,58,139,1
"2989","Eric Bertrand Bailly",80,55,39,1
"2990","Eric Chelle",72,116,46,1
"2991","Eric Deflandre",69,108,8,1
"2992","Eric Dier",76,53,82,2
"2993","Eric Djemba-Djemba",74,126,2,1
"2994","Eric Durm",77,60,42,1
"2995","Eric Fernando Botteghin",77,69,150,1
"2996","Eric Hassli",74,99,25,1
"2997","Eric Lichaj",72,49,21,1
"2998","Eric Matoukou",67,43,50,1
"2999","Eric Maxim Choupo-Moting",79,44,114,1
"3000","Eric Mouloungui",72,39,73,2
"3001","Eric Odhiambo",61,48,21,1
"3002","Eric Tie Bi",72,53,41,1
"3003","Erick Moreno",69,55,6,1
"3004","Erick Pulgar",70,61,6,1
"3005","Erik Bakker",68,53,68,1
"3006","Erik Cikos",69,50,40,2
"3007","Erik Cummins",64,323,14,1
"3008","Erik Edman",77,136,2,1
"3009","Erik Falkenburg",70,53,159,1
"3010","Erik Friberg",66,10,5,1
"3011","Erik Grendel",69,54,21,1
"3012","Erik Huseklepp",76,51,12,1
"3013","Erik Jendrisek",73,49,47,2
"3014","Erik Johansson",71,63,7,1
"3015","Erik Lamela",82,52,109,2
"3016","Erik Moran",70,58,5,1
"3017","Erik Nevland",79,81,16,1
"3018","Erik Pieters",75,61,172,2
"3019","Erik Quekel",64,52,7,1
"3020","Erik Sviatchenko",76,63,14,1
"3021","Erivaldo",62,57,2,1
"3022","Erixon Danso",64,49,5,1
"3023","Erjon Bogdani",71,43,63,1
"3024","Erlend Hanstveit",69,64,26,1
"3025","Ermin Bicakcic",77,64,74,1
"3026","Ermir Lenjani",69,54,58,2
"3027","Ernest Ohemeng",69,53,11,1
"3028","Ernest Webnje Nfor",69,53,98,1
"3029","Ernesto Farias",78,103,12,1
"3030","Ernesto Galan",70,35,32,1
"3031","Eros Pisano",72,54,95,1
"3032","Ersen Martin",75,140,1,1
"3033","Erton Fejzullahu",69,44,24,1
"3034","Ervin Skela,30",72,115,33,2
"3035","Ervin Zukanovic",74,58,146,2
"3036","Erwin Hoffer",73,54,13,1
"3037","Erwin Koffi",55,42,1,1
"3038","Erwin Mulder",74,377,150,1
"3039","Esmael Goncalves",69,47,30,3
"3040","Esparza Jokin Arcaya",66,124,3,1
"3041","Esteban",76,377,51,1
"3042","Esteban Alvarado",76,379,134,1
"3043","Esteban Cambiasso",86,163,206,2
"3044","Esteban Casagolda",62,50,3,1
"3045","Esteban Granero",79,53,126,2
"3046","Esteban Solari",71,130,2,1
"3047","Etien Velikonja",65,52,8,2
"3048","Etienne Capoue",79,55,214,2
"3049","Etienne Didot",79,143,206,1
"3050","Etienne Reijnen",73,60,114,1
"3051","Etrit Berisha",74,366,34,1
"3052","Ettore Mendicino",64,41,1,1
"3053","Euan Murray",52,44,1,1
"3054","Euan Sparks",51,63,1,1
"3055","Eugen Polanski",78,46,185,2
"3056","Eugene Ansah",64,54,3,1
"3057","Eugenio Corini",84,153,12,1
"3058","Eugenio Lamanna",71,353,19,1
"3059","Eunan O'Kane",68,57,6,1
"3060","Euzebiusz Smolarek",76,134,32,3
"3061","Evaldas Razulis",62,48,5,1
"3062","Evaldo",75,47,160,2
"3063","Evan Melo",58,45,1,1
"3064","Evander Sno",73,51,58,2
"3065","Evandro Brandao",64,42,8,1
"3066","Evandro Goebel",76,50,59,1
"3067","Evangelos Ikonomou",60,58,33,1
"3068","Evangelos Mantzios",74,112,1,1
"3069","Evariste Ngolok",67,50,58,1
"3070","Ever Banega",82,154,149,1
"3071","Everon Pisas",61,58,16,1
"3072","Everton",65,53,35,1
"3073","Evgeny Levchenko",71,157,22,1
"3074","Ewerthon",79,133,1,1
"3075","Ewerton",78,50,33,1
"3076","Eyong Enoh",74,58,99,3
"3077","Ezekiel Fryers",65,52,9,2
"3078","Ezequiel Adrian Cirigliano",73,53,7,1
"3079","Ezequiel Alejo Carboni",75,152,71,1
"3080","Ezequiel Calvente",69,57,3,1
"3081","Ezequiel Garay",83,60,125,2
"3082","Ezequiel Lavezzi",86,48,179,2
"3083","Ezequiel Luna",72,44,22,1
"3084","Ezequiel Munoz",75,52,112,1
"3085","Ezequiel Rescaldani",70,65,1,1
"3086","Ezequiel Scarione",76,58,78,1
"3087","Ezgjan Alioski",52,60,10,1
"3088","Fabian",70,60,6,1
"3089","Fabian Boll",69,46,28,1
"3090","Fabian Canobbio",77,99,38,1
"3091","Fabian Delph",77,50,105,1
"3092","Fabian Ernst",80,131,12,1
"3093","Fabian Frei",75,60,180,2
"3094","Fabian Giefer",74,355,42,1
"3095","Fabian Holland",70,58,21,1
"3096","Fabian Johnson",78,51,126,1
"3097","Fabian Lustenberger",77,54,106,1
"3098","Fabian Monzon",74,61,60,3
"3099","Fabian Orellana",80,65,128,1
"3100","Fabian Pawela",62,53,29,1
"3101","Fabian Rinaudo",78,66,49,2
"3102","Fabian Schaer",78,53,91,2
"3103","Fabian Vargas",76,169,18,1
"3104","Fabian Yantorno",68,50,1,1
"3105","Fabiano",77,381,64,1
"3106","Fabiano Oliveira",68,128,4,1
"3107","Fabiano Santacroce",78,129,62,1
"3108","Fabien Audard",76,380,178,1
"3109","Fabien Boyer",65,56,8,1
"3110","Fabien Camus",74,51,105,2
"3111","Fabien Laurenti",76,102,29,1
"3112","Fabien Lemoine",76,55,217,1
"3113","Fabien Robert",65,54,6,1
"3114","Fabien Tchenkoua",64,56,3,1
"3115","Fabinho",78,47,90,1
"3116","Fabio",76,49,35,1
"3117","Fabio Aurelio",79,125,35,1
"3118","Fabio Borini",77,38,74,2
"3119","Fabio Cannavaro",91,89,56,2
"3120","Fabio Cardoso",71,56,36,1
"3121","Fabio Caserta",75,152,44,1
"3122","Fabio Celestini",76,140,36,1
"3123","Fabio Ceravolo",69,54,17,1
"3124","Fabio Coentrao",82,60,108,3
"3125","Fabio Coltorti",73,363,50,2
"3126","Fabio Daprela",70,40,30,3
"3127","Fabio Ervoes",70,47,5,1
"3128","Fabio Espinho",73,59,41,1
"3129","Fabio Faria",72,54,32,1
"3130","Fabio Felicio",70,142,4,1
"3131","Fabio Firmani",73,138,8,1
"3132","Fabio Francesco Sciacca",72,147,9,1
"3133","Fabio Galante",74,120,5,1
"3134","Fabio Grosso",80,159,63,2
"3135","Fabio Liverani",82,168,56,1
"3136","Fabio Martins",72,53,6,1
"3137","Fabio Morena",68,137,7,1
"3138","Fabio Nunes",66,57,14,1
"3139","Fabio Pacheco",70,58,29,1
"3140","Fabio Quagliarella",83,136,160,1
"3141","Fabio Rochemback",79,110,8,1
"3142","Fabio Santos",62,51,2,1
"3143","Fabio Simplicio",78,152,83,1
"3144","Fabionn Lopes Patrick",64,134,33,1
"3145","Fabri",78,386,49,1
"3146","Fabrice Abriel",76,141,117,1
"3147","Fabrice Begeorgi",64,64,5,1
"3148","Fabrice Ehret",74,136,94,2
"3149","Fabrice Muamba",78,64,118,1
"3150","Fabrice N'Sakala",71,55,42,2
"3151","Fabrice Olinga",67,53,7,1
"3152","Fabrice Pancrate",70,52,5,1
"3153","Fabricio",71,45,1,1
"3154","Fabricio Coloccini",81,58,211,1
"3155","Fabris Fokobo",68,56,2,1
"3156","Fabrizio Alastra",56,281,1,1
"3157","Fabrizio Cacciatore",72,47,73,1
"3158","Fabrizio Grillo",65,64,1,1
"3159","Fabrizio Miccoli",83,55,125,1
"3160","Fabrizio Zambrella",72,131,45,1
"3161","Facundo Bertoglio",75,47,4,1
"3162","Facundo Parra",71,52,3,1
"3163","Facundo Sebastian Roncaglia",79,65,108,2
"3164","Fagner",74,42,24,1
"3165","Fahd Aktaou",62,50,19,1
"3166","Fahid Ben Khalfallah",75,53,92,1
"3167","Fakhreddine Ben Youssef",62,63,2,1
"3168","Fakhreddine Galbi",62,128,8,1
"3169","Fallou Diagne",76,50,90,2
"3170","Fanol Perdedaj",68,63,6,1
"3171","Faouzi Ghoulam",78,48,142,2
"3172","Fares Bahlouli",70,44,3,1
"3173","Farid El Alagui",62,52,4,1
"3174","Faris Haroun",72,143,70,1
"3175","Farshad Noor",65,60,11,1
"3176","Faryd Mondragon",87,417,75,1
"3177","Fatih Atik",69,84,18,1
"3178","Faton Toski",65,66,10,1
"3179","Fausto Rossi",75,80,41,1
"3180","Fausto Rossini",69,108,4,1
"3181","Faycal Fajr",76,62,69,2
"3182","Faycal Rherras",64,49,26,1
"3183","Faysel Kasmi",66,48,19,1
"3184","Fazli Kocabas",60,49,9,1
"3185","Fede Vico",70,60,11,2
"3186","Federico Agliardi",72,350,38,1
"3187","Federico Almerares",66,60,25,1
"3188","Federico Andrada",68,41,2,1
"3189","Federico Balzaretti",80,40,162,1
"3190","Federico Barba",71,51,24,2
"3191","Federico Bernardeschi",77,64,26,1
"3192","Federico Casarini",73,43,41,1
"3193","Federico Ceccherini",70,51,32,1
"3194","Federico Di Francesco",67,42,5,1
"3195","Federico Dionisi",72,42,50,2
"3196","Federico Fazio",80,49,135,2
"3197","Federico Fernandez",78,63,106,3
"3198","Federico Macheda",74,50,8,2
"3199","Federico Marchetti",84,406,209,1
"3200","Federico Mattiello",71,34,3,1
"3201","Federico Nicolas Cartabia",74,50,55,1
"3202","Federico Peluso",78,52,136,1
"3203","Federico Piovaccari",72,45,17,1
"3204","Federico Ricca",70,48,7,1
"3205","Federico Ricci",68,47,1,1
"3206","Federico Santander",71,52,18,1
"3207","Federico Viviani",73,53,19,1
"3208","Fedor Smolov",76,66,5,1
"3209","Fejsal Mulic",59,51,1,1
"3210","Felice Natalino",67,59,1,1
"3211","Felipe",78,374,12,1
"3212","Felipe Anderson",79,43,50,1
"3213","Felipe Augusto",64,59,4,1
"3214","Felipe Caicedo",78,45,99,3
"3215","Felipe Gedoz",74,59,23,1
"3216","Felipe Gutierrez",75,52,75,1
"3217","Felipe Mattioni Rohde",73,59,20,1
"3218","Felipe Melo",83,46,106,1
"3219","Felipe Menezes",73,53,4,1
"3220","Felipe Morais",65,45,29,1
"3221","Felipe Pardo",78,53,44,1
"3222","Felipe Saad",66,125,19,1
"3223","Felipe Santana",77,34,80,1
"3224","Felipe Seymour",74,55,21,1
"3225","Felitciano Zschusschen",64,51,1,1
"3226","Felix Bastians",75,46,96,2
"3227","Felix Klaus",72,40,69,1
"3228","Felix Kroos",72,57,37,1
"3229","Felix Luz",63,47,1,1
"3230","Felix Passlack",62,56,2,1
"3231","Felix Platte",63,67,2,1
"3232","Felix Wiedwald",75,368,43,1
"3233","Fellipe Bastos",72,63,2,1
"3234","Femi Balogun",64,56,20,1
"3235","Ferdinando Coppola",73,367,30,1
"3236","Ferdinando Sforzini",69,34,10,1
"3237","Ferebory Dore",64,45,7,1
"3238","Ferhan Hasani",69,46,1,1
"3239","Ferid Matri",56,50,1,1
"3240","Ferjani Sassi",66,51,12,1
"3241","Fernandez Aitor Tornavaca,29",77,147,29,1
"3242","Fernandinho",76,48,1,1
"3243","Fernando",77,52,34,1
"3244","Fernando Alexandre",73,59,174,1
"3245","Fernando Amorebieta",81,50,135,2
"3246","Fernando Aristeguieta",69,48,6,1
"3247","Fernando Belluschi",79,47,63,2
"3248","Fernando Canesin Matos",72,61,75,1
"3249","Fernando Cardozo",69,136,25,1
"3250","Fernando Cavenaghi",82,149,46,2
"3251","Fernando Damian Tissone",77,142,117,2
"3252","Fernando Ferreira",69,49,30,1
"3253","Fernando Gago",80,157,74,2
"3254","Fernando Lewis",65,51,19,1
"3255","Fernando Llorente",83,47,202,2
"3256","Fernando Marcal",75,55,96,1
"3257","Fernando Marquez",69,55,23,2
"3258","Fernando Martin Forestieri",75,39,5,1
"3259","Fernando Meira",85,153,12,1
"3260","Fernando Morientes",82,98,11,2
"3261","Fernando Muslera",83,412,87,1
"3262","Fernando Navarro",77,146,227,1
"3263","Fernando Neto",62,40,4,1
"3264","Fernando Quesada",63,48,1,1
"3265","Fernando Russi",63,41,1,1
"3266","Fernando Soriano",74,41,110,1
"3267","Fernando Torres",88,121,168,3
"3268","Fernando Uribe",73,57,2,1
"3269","Fernando Varela",65,48,38,1
"3270","Fernando Vega",69,141,31,1
"3271","Ferne Snoyl",67,52,10,1
"3272","Ferran Corominas",75,57,76,1
"3273","Ferreira",67,44,35,1
"3274","Ferreira Delson,28",65,59,28,1
"3275","Ferreira Gomes Paulo Sergio,22",68,135,22,1
"3276","Ferreira de Matos Alonso",71,56,55,1
"3277","Ferry de Regt",63,50,56,1
"3278","Fethi Harek",67,66,51,1
"3279","Fidan Aliti",54,47,11,1
"3280","Fidel",73,54,37,1
"3281","Fidelis",66,49,15,1
"3282","Filip Bednarek",62,315,5,1
"3283","Filip Burkhardt",59,131,28,1
"3284","Filip Daems",75,52,167,2
"3285","Filip Djordjevic",80,48,61,2
"3286","Filip Djuricic",77,43,105,5
"3287","Filip Helander",73,56,21,1
"3288","Filip Jagiello",57,54,1,1
"3289","Filip Kiss",64,52,38,1
"3290","Filip Kostic",79,64,78,2
"3291","Filip Krovinovic",68,47,4,1
"3292","Filip Kurto",66,325,109,2
"3293","Filip Luksik",65,53,21,2
"3294","Filip Malbasic",64,46,2,1
"3295","Filip Markovic",65,51,17,1
"3296","Filip Mladenovic",70,61,10,1
"3297","Filip Modelski",67,55,67,1
"3298","Filip Sebo",67,79,7,1
"3299","Filip Starzynski",69,56,93,2
"3300","Filip Trojan",78,91,3,1
"3301","Filip Twardzik",62,59,4,1
"3302","Filipe",62,45,1,1
"3303","Filipe Anunciacao",69,63,92,1
"3304","Filipe Augusto",73,52,45,2
"3305","Filipe Brigues",58,67,1,1
"3306","Filipe Ferreira",71,57,72,1
"3307","Filipe Goncalves",69,60,72,1
"3308","Filipe Luis",82,49,222,2
"3309","Filipe Melo",69,54,17,1
"3310","Filipe Mendes",63,314,3,1
"3311","Filipe Oliveira",69,135,19,1
"3312","Filipp Rudik",60,48,6,1
"3313","Filippo Antonelli",69,158,1,1
"3314","Filippo Falco",65,50,1,1
"3315","Filippo Inzaghi",82,110,20,1
"3316","Filippo Porcari",70,47,33,1
"3317","Fin Bartels",75,51,72,1
"3318","Fiodor Cernych",64,41,49,1
"3319","Fitz Hall",74,74,11,1
"3320","Flavien La Postollec",67,55,46,1
"3321","Flavio",67,53,2,1
"3322","Flavio Meireles",70,60,28,1
"3323","Flavio Nunes Ferreira",74,52,49,2
"3324","Flavio Paixao",70,63,111,2
"3325","Flavio Roma",80,391,5,1
"3326","Florent Balmont",79,49,239,1
"3327","Florent Chaigneau",66,337,14,1
"3328","Florent Ghisolfi",64,46,4,1
"3329","Florent Hadergjonaj",69,52,58,1
"3330","Florent Hanin",68,52,38,3
"3331","Florent Malouda",87,159,122,2
"3332","Florent Sinama-Pongolle",83,137,51,4
"3333","Florent Stevance",64,59,4,1
"3334","Florent Zitte",61,49,4,1
"3335","Florentin Pogba",76,48,33,1
"3336","Florian Bague",66,334,1,1
"3337","Florian Berisha",48,46,4,1
"3338","Florian Boucansaud",72,147,14,1
"3339","Florian Bruns",70,139,11,1
"3340","Florian Dick",69,53,59,1
"3341","Florian Fromlowitz",75,371,56,1
"3342","Florian Grillitsch",68,53,23,1
"3343","Florian Hartherz",68,56,19,1
"3344","Florian Heller",69,132,33,1
"3345","Florian Jarjat",69,103,25,1
"3346","Florian Jozefzoon",71,56,46,1
"3347","Florian Julien",54,54,1,1
"3348","Florian Jungwirth",69,47,16,1
"3349","Florian Kamberi",59,51,10,1
"3350","Florian Klein",74,48,50,1
"3351","Florian Kringe",77,144,32,1
"3352","Florian Lechner",64,153,9,1
"3353","Florian Lejeune",73,60,8,1
"3354","Florian Marange",72,53,99,1
"3355","Florian Niederlechner",72,60,1,1
"3356","Florian Raspentino",69,47,46,1
"3357","Florian Stahel",69,119,164,1
"3358","Florian Thauvin",77,47,96,2
"3359","Florian Trinks",68,41,8,1
"3360","Floriano Vanzo",62,47,12,1
"3361","Floribert Ngalula",60,52,15,1
"3362","Florin Andone",72,46,17,1
"3363","Florin Bejan",60,49,4,1
"3364","Florin Berenguer",70,55,10,1
"3365","Florin Gardos",74,61,5,1
"3366","Floyd Ayite",75,57,97,1
"3367","Fode Mansare",75,123,17,1
"3368","Fodie Traore",54,54,1,1
"3369","Formose Mendy",64,56,17,1
"3370","Fouad Idabdelhay",67,124,19,1
"3371","Fouad Rachid",62,55,2,1
"3372","Foued Kadir",75,55,97,2
"3373","Fousseni Diawara",66,50,39,1
"3374","Fousseyni Cisse",66,39,7,2
"3375","Fraizer Campbell",74,109,80,1
"3376","Fran Merida",74,46,8,2
"3377","Fran Rico",75,51,84,1
"3378","Fran Serrano",60,56,1,1
"3379","Francelino Matuzalem",79,156,92,1
"3380","Francesco Acerbi",79,53,103,1
"3381","Francesco Antonioli",74,362,98,1
"3382","Francesco Arnau",70,353,20,1
"3383","Francesco Bardi",75,367,48,1
"3384","Francesco Bega",68,136,25,1
"3385","Francesco Benussi",71,354,69,1
"3386","Francesco Bolzoni",72,58,36,1
"3387","Francesco Caputo",70,48,5,1
"3388","Francesco Cozza",81,149,20,1
"3389","Francesco Della Rocca",72,60,58,1
"3390","Francesco Fedato",68,61,1,1
"3391","Francesco Grandolfo",61,49,1,1
"3392","Francesco Lodi",79,49,143,1
"3393","Francesco Lunardini",70,144,7,1
"3394","Francesco Magnanelli",76,43,90,1
"3395","Francesco Marianini",67,47,10,1
"3396","Francesco Migliore",66,59,11,1
"3397","Francesco Modesto",76,158,78,1
"3398","Francesco Montervino",77,138,6,1
"3399","Francesco Parravicini",64,40,5,1
"3400","Francesco Pisano",74,152,144,1
"3401","Francesco Pratali",74,137,24,1
"3402","Francesco Renzetti",72,44,21,1
"3403","Francesco Ruberto",59,291,8,1
"3404","Francesco Scardina",66,126,11,1
"3405","Francesco Tavano",79,102,33,1
"3406","Francesco Toldo",81,401,2,1
"3407","Francesco Totti",90,127,176,1
"3408","Francesco Valiani",73,56,120,1
"3409","Francis Coquelin",79,51,71,3
"3410","Francis Dickoh",69,128,50,3
"3411","Francis Jeffers",70,85,8,1
"3412","Francis N'Ganga",70,65,61,2
"3413","Francisco Afonso",59,42,2,1
"3414","Francisco Alcacer",80,53,74,1
"3415","Francisco Casilla",81,408,113,1
"3416","Francisco Chica",74,45,124,1
"3417","Francisco Farinos",75,59,29,1
"3418","Francisco Javier Casquero",77,162,90,1
"3419","Francisco Javier Martos",70,60,85,1
"3420","Francisco Maldonado",70,137,15,1
"3421","Francisco Molinero",73,49,15,1
"3422","Francisco Munoz Xisco,18",75,99,18,1
"3423","Francisco Navarro Yeste",83,114,38,1
"3424","Francisco Pavon",83,105,37,2
"3425","Francisco Portillo",76,59,57,1
"3426","Francisco Rodriguez",67,44,14,1
"3427","Francisco Rufete",77,155,11,1
"3428","Francisco Sandaza",72,115,52,1
"3429","Francisco Sutil",68,60,4,1
"3430","Francisco Velez",69,52,18,1
"3431","Franck Beria",77,42,177,1
"3432","Franck Berrier",74,151,127,1
"3433","Franck Dja Djedje",69,122,61,1
"3434","Franck Etoundi",68,53,60,1
"3435","Franck Hery",59,52,3,1
"3436","Franck Honorat",61,61,2,1
"3437","Franck Jurietti",77,136,17,1
"3438","Franck Queudrue",76,96,14,2
"3439","Franck Ribery",90,47,139,1
"3440","Franck Signorino",75,98,110,2
"3441","Franck Tabanou",77,54,184,1
"3442","Franco Brienza",78,143,130,1
"3443","Franco Costanzo",75,368,64,1
"3444","Franco Daniel Jara",77,53,34,2
"3445","Franco Di Santo",79,46,132,2
"3446","Franco Miranda,22",65,148,22,1
"3447","Franco Semioli",80,141,44,1
"3448","Franco Signorelli",69,60,4,1
"3449","Franco Sosa",72,44,40,1
"3450","Franco Vazquez",80,58,85,2
"3451","Franco Zennaro",58,52,4,1
"3452","Franco Zuculini",74,148,27,3
"3453","Francois Affolter",70,54,160,2
"3454","Francois Bellugou",70,48,46,1
"3455","Francois Clerc",79,120,160,1
"3456","Francois D'Onofrio",62,43,3,1
"3457","Francois Kamano",71,59,36,1
"3458","Francois Marque",64,52,14,2
"3459","Francois Marquet",64,53,26,1
"3460","Francois Modesto",75,139,137,1
"3461","Francois Moubandje",73,59,91,2
"3462","Frank Acheampong",73,62,26,1
"3463","Frank Adu Kwame",64,53,31,1
"3464","Frank Baumann",79,95,27,1
"3465","Frank Boeckx",68,347,24,1
"3466","Frank Demouge",73,104,82,1
"3467","Frank Fahrenhorst",77,113,19,1
"3468","Frank Feltscher",66,51,112,1
"3469","Frank Lampard",90,121,173,1
"3470","Frank Nouble",67,47,3,1
"3471","Frank Olijve",62,51,1,1
"3472","Frank Rost",85,412,98,1
"3473","Frank van Kouwen",65,58,29,1
"3474","Frank van Mosselveld",63,49,49,1
"3475","Frank van der Struijk",68,52,149,1
"3476","Frano Mlinar",63,50,12,1
"3477","Fransergio",73,34,47,1
"3478","Frantisek Kubik",70,62,26,1
"3479","Frantisek Rajtoral",76,51,7,1
"3480","Franz Burgmeier",65,112,28,1
"3481","Fraser Forster",77,385,188,2
"3482","Fraser Fyvie",64,53,44,1
"3483","Fraser Kerr",62,41,35,1
"3484","Fraser Mullen",55,43,10,1
"3485","Frazer Richardson",69,53,2,1
"3486","Frazer Wright",68,54,184,1
"3487","Fred",68,61,3,1
"3488","Fred Benson",67,48,63,2
"3489","Freddie Sears",71,99,13,1
"3490","Freddy Adu",75,118,1,1
"3491","Freddy Mombongo-Dues",62,48,7,1
"3492","Freddy Mveng",63,54,25,1
"3493","Frederic Biancalani",71,48,20,1
"3494","Frederic Bulot",72,54,72,2
"3495","Frederic Da Rocha",76,95,50,1
"3496","Frederic Duplus",65,52,9,1
"3497","Frederic Dupre",66,137,20,1
"3498","Frederic Gounongbe",70,56,35,1
"3499","Frederic Guilbert",69,58,30,1
"3500","Frederic Herpoel",68,341,7,1
"3501","Frederic Jay",64,137,11,1
"3502","Frederic Kanoute",84,107,80,1
"3503","Frederic Maciel",65,57,7,1
"3504","Frederic Mendy",70,47,14,1
"3505","Frederic Nimani",71,119,17,1
"3506","Frederic Page",60,47,103,1
"3507","Frederic Piquionne",77,124,58,2
"3508","Frederic Sammaritano",73,49,37,1
"3509","Frederic Schaub",44,108,6,1
"3510","Frederic Thomas",75,139,59,1
"3511","Frederic Veseli",63,59,33,1
"3512","Frederico Venancio",72,57,84,1
"3513","Frederik Boi",66,46,77,1
"3514","Frederik Frans",66,61,61,2
"3515","Frederik Soerensen",74,56,71,2
"3516","Fredric Brillant",67,64,68,1
"3517","Fredric Loehe",59,286,1,1
"3518","Fredrik Ljungberg",84,96,1,1
"3519","Fredrik Stenman",73,142,89,2
"3520","Fredrik Ulvestad",69,58,1,1
"3521","Fredy",71,56,41,1
"3522","Fredy Guarin",82,66,119,2
"3523","Fredy Hinestroza",72,50,21,1
"3524","Fredy Montero",78,51,44,1
"3525","Freek Heerkens",65,65,16,1
"3526","Freire",65,43,35,1
"3527","Fulvio Sulmoni",58,46,76,1
"3528","Funso Ojo",68,62,74,2
"3529","Furdjel Narsingh",68,55,45,1
"3530","Fwayo Tembo",67,63,17,1
"3531","Fynn Arkenberg",58,46,2,1
"3532","Gabi",82,43,230,1
"3533","Gabor Babos",76,362,107,1
"3534","Gabor Horvath",68,48,44,1
"3535","Gabri",74,43,32,2
"3536","Gabriel",74,361,7,1
"3537","Gabriel Agbonlahor",83,124,215,1
"3538","Gabriel Boschilia",67,48,6,2
"3539","Gabriel Gomez",69,50,33,1
"3540","Gabriel Heinze",85,98,107,3
"3541","Gabriel Milito",86,150,17,1
"3542","Gabriel Moura",72,50,59,1
"3543","Gabriel Obertan",76,51,45,2
"3544","Gabriel Paletta",80,55,153,1
"3545","Gabriel Paulista",78,58,57,2
"3546","Gabriel Penalba",74,46,2,1
"3547","Gabriel Silva",75,43,73,1
"3548","Gabriel Tamas",75,42,36,1
"3549","Gabriel Torje",74,61,45,2
"3550","Gabriele Aldegani",61,302,1,1
"3551","Gabriele Angella",73,60,12,1
